id,order_id,reason_for_delay
2588,32875,Груз вручен клиенту. скан прикреплен  оплату произвели наличкой
2589,16903,не отвечает  запрос в ИМ
2590,21421,Заберут сегодня
2591,35911,смарт
2592,35845,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2593,24249,https://secure.usedesk.ru/tickets/179095257
2594,35861,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
2595,19004,согласован забор 15 03
2596,9298,ответ на с-з:Коллеги  Плановая дата доставки 12.03.2024
2597,26049,НЕ БЕРЕТ ТРУБКУ
2598,20883,забор сегодня
2599,37601,отправлен  встреча: 28.06.2024 03:00
2600,36457,Заберут 20.05
2601,11378,ТС с указанным заказом не поступала на склад  ожидаем прибытие в течении суток - двух. Связана с погодными условиями.
2602,6779,Доставка строго в магазин.Необходим скан с подписью(допускается подпись от клиента на печати доставки/курьерский лист ) НЕ принимается подпись на маркировке ИМ.При необходимости звонить по номеру  который указан в накладной СДЭК а не на пакете
2603,12764,Курьер сломался 
2604,34679,дд от им https://secure.usedesk.ru/tickets/187120959
2605,17571,Уведомляет вас о том  что в связи с ухудшением погодных условий  возможны задержки по срокам доставки.
2606,13464,в ПВЗ не поступил (см.проблему встречи)
2607,12090,Статус «Принято в оф.-транзите» на таможенном складе Домодедово-Карго проставлен на основании реестра  т.е. на основании документа для таможенного оформления. Физическое сканирование не производилось.
2608,32869,Запрос
2609,6750,По последней имеющейся информации груз должен выехать в сторону Москвы 01.03
2610,35903,Коллеги  добрый день  груз поступит не ранее июля  так как навигация еще закрыта.
